file name | last modified | file size
/Users/kiefer/Documents/Levi-practice-task/lib/gslab_make/sphinx/build/html/pages/api/move_sources/gslab_make.move_sources.copy_inputs.html | 2024-07-10 23:54:55 | 13232
/Users/kiefer/Documents/Levi-practice-task/lib/gslab_make/test/EXCLUDE_test_R.py | 2024-07-10 23:54:55 | 8001
/Users/kiefer/Documents/Levi-practice-task/lib/gslab_make/sphinx/build/html/pages/api/run_program/gslab_make.run_program.run_mathematica.html | 2024-07-10 23:54:55 | 11624
/Users/kiefer/Documents/Levi-practice-task/lib/gslab_make/sphinx/source/pages/source_logging.rst | 2024-07-10 23:54:55 | 380
/Users/kiefer/Documents/Levi-practice-task/lib/gslab_make/docs/search.html | 2024-07-10 23:54:55 | 4838
/Users/kiefer/Documents/Levi-practice-task/lib/gslab_make/docs/_static/css/fonts/lato-bold.woff2 | 2024-07-10 23:54:55 | 184912
/Users/kiefer/Documents/Levi-practice-task/lib/gslab_make/docs/_sources/pages/api/run_program/gslab_make.run_program.run_stat_transfer.rst.txt | 2024-07-10 23:54:55 | 116
/Users/kiefer/Documents/Levi-practice-task/lib/gslab_make/sphinx/build/html/_sources/pages/api/run_program/gslab_make.run_program.run_r.rst.txt | 2024-07-10 23:54:55 | 80
/Users/kiefer/Documents/Levi-practice-task/lib/gslab_make/sphinx/build/doctrees/pages/filling.doctree | 2024-07-10 23:54:55 | 28178
/Users/kiefer/Documents/Levi-practice-task/lib/gslab_make/sphinx/build/html/pages/api/write_logs/gslab_make.write_logs.log_files_in_output.html | 2024-07-10 23:54:55 | 11010
/Users/kiefer/Documents/Levi-practice-task/lib/gslab_make/sphinx/build/doctrees/pages/api/run_program/gslab_make.run_program.run_matlab.doctree | 2024-07-10 23:54:55 | 17431
/Users/kiefer/Documents/Levi-practice-task/lib/gslab_make/docs/_static/fonts/Lato/lato-italic.woff2 | 2024-07-10 23:54:55 | 195704
/Users/kiefer/Documents/Levi-practice-task/lib/gslab_make/test/raw/run_program/stata_script space.do | 2024-07-10 23:54:55 | 108
/Users/kiefer/Documents/Levi-practice-task/lib/gslab_make/sphinx/build/html/_sources/pages/api/check_repo/gslab_make.check_repo.check_conda_status.rst.txt | 2024-07-10 23:54:55 | 118
/Users/kiefer/Documents/Levi-practice-task/lib/gslab_make/sphinx/build/doctrees/pages/api/write_source_logs/gslab_make.write_source_logs.write_source_logs.doctree | 2024-07-10 23:54:55 | 18133
/Users/kiefer/Documents/Levi-practice-task/lib/gslab_make/docs/_sources/pages/general_logging.rst.txt | 2024-07-10 23:54:55 | 655
/Users/kiefer/Documents/Levi-practice-task/lib/gslab_make/docs/pages/api/run_program/gslab_make.run_program.run_matlab.html | 2024-07-10 23:54:55 | 11601
/Users/kiefer/Documents/Levi-practice-task/lib/gslab_make/sphinx/build/html/_static/plus.png | 2024-07-10 23:54:55 | 90
/Users/kiefer/Documents/Levi-practice-task/lib/gslab_make/sphinx/build/html/_sources/pages/program.rst.txt | 2024-07-10 23:54:55 | 2704
/Users/kiefer/Documents/Levi-practice-task/lib/gslab_make/gslab_make/private/__pycache__/movedirective.cpython-312.pyc | 2024-07-11 00:06:13 | 17280
/Users/kiefer/Documents/Levi-practice-task/lib/gslab_make/test/raw/run_program/lyx_file_handout.lyx | 2024-07-10 23:54:55 | 2000
/Users/kiefer/Documents/Levi-practice-task/lib/gslab_make/sphinx/build/html/pages/api/make_utility/gslab_make.make_utility.update_internal_paths.html | 2024-07-10 23:54:55 | 8273
/Users/kiefer/Documents/Levi-practice-task/lib/gslab_make/sphinx/build/html/_sources/pages/api/make_utility/gslab_make.make_utility.update_external_paths.rst.txt | 2024-07-10 23:54:55 | 129
/Users/kiefer/Documents/Levi-practice-task/lib/gslab_make/sphinx/build/doctrees/pages/api/write_logs/gslab_make.write_logs.start_makelog.doctree | 2024-07-10 23:54:55 | 7322
/Users/kiefer/Documents/Levi-practice-task/lib/gslab_make/test/raw/run_program/lyx_file space.lyx | 2024-07-10 23:54:55 | 1608
/Users/kiefer/Documents/Levi-practice-task/lib/gslab_make/docs/_sources/pages/api/run_program/gslab_make.run_program.run_jupyter.rst.txt | 2024-07-10 23:54:55 | 98
/Users/kiefer/Documents/Levi-practice-task/lib/gslab_make/test/raw/move_sources/move_empty.txt | 2024-07-10 23:54:55 | 22
/Users/kiefer/Documents/Levi-practice-task/lib/gslab_make/docs/_static/fonts/RobotoSlab/roboto-slab-v7-regular.woff | 2024-07-10 23:54:55 | 86288
/Users/kiefer/Documents/Levi-practice-task/lib/gslab_make/docs/pages/api/modify_dir/gslab_make.modify_dir.remove_dir.html | 2024-07-10 23:54:55 | 8200
/Users/kiefer/Documents/Levi-practice-task/lib/gslab_make/sphinx/build/doctrees/pages/specifying_paths.doctree | 2024-07-10 23:54:55 | 15321
/Users/kiefer/Documents/Levi-practice-task/lib/gslab_make/docs/_static/fonts/Lato-Bold.ttf | 2024-07-10 23:54:55 | 656544
/Users/kiefer/Documents/Levi-practice-task/lib/gslab_make/sphinx/build/html/_sources/pages/dummy.rst.txt | 2024-07-10 23:54:55 | 741
/Users/kiefer/Documents/Levi-practice-task/lib/gslab_make/build/lib/gslab_make/private/metadata.py | 2024-07-10 23:54:55 | 4133
/Users/kiefer/Documents/Levi-practice-task/lib/gslab_make/docs/pages/api/make_utility/gslab_make.make_utility.update_external_paths.html | 2024-07-10 23:54:55 | 8716
/Users/kiefer/Documents/Levi-practice-task/lib/gslab_make/gslab_make/private/exceptionclasses.py | 2024-07-10 23:54:55 | 943
/Users/kiefer/Documents/Levi-practice-task/lib/gslab_make/docs/_sources/pages/api/run_program/gslab_make.run_program.execute_command.rst.txt | 2024-07-10 23:54:55 | 110
/Users/kiefer/Documents/Levi-practice-task/lib/gslab_make/sphinx/source/pages/api/run_program/gslab_make.run_program.run_latex.rst | 2024-07-10 23:54:55 | 92
/Users/kiefer/Documents/Levi-practice-task/lib/gslab_make/sphinx/build/html/pages/api/tablefill/gslab_make.tablefill.tablefill.html | 2024-07-10 23:54:55 | 16859
/Users/kiefer/Documents/Levi-practice-task/lib/gslab_make/docs/_static/css/fonts/fontawesome-webfont.ttf | 2024-07-10 23:54:55 | 165548
/Users/kiefer/Documents/Levi-practice-task/lib/gslab_make/docs/_static/css/fonts/lato-bold-italic.woff2 | 2024-07-10 23:54:55 | 193308
/Users/kiefer/Documents/Levi-practice-task/lib/gslab_make/sphinx/source/pages/api/write_logs/gslab_make.write_logs.end_makelog.rst | 2024-07-10 23:54:55 | 97
/Users/kiefer/Documents/Levi-practice-task/lib/gslab_make/sphinx/build/html/_static/fonts/RobotoSlab/roboto-slab-v7-bold.woff2 | 2024-07-10 23:54:55 | 67312
/Users/kiefer/Documents/Levi-practice-task/lib/gslab_make/sphinx/build/html/_static/fonts/Lato-Bold.ttf | 2024-07-10 23:54:55 | 656544
/Users/kiefer/Documents/Levi-practice-task/lib/gslab_make/sphinx/build/doctrees/pages/directory.doctree | 2024-07-10 23:54:55 | 25713
/Users/kiefer/Documents/Levi-practice-task/lib/__init__.py | 2024-07-10 21:41:17 | 0
/Users/kiefer/Documents/Levi-practice-task/lib/gslab_make/docs/_static/underscore.js | 2024-07-10 23:54:55 | 19530
/Users/kiefer/Documents/Levi-practice-task/lib/gslab_make/sphinx/build/doctrees/environment.pickle | 2024-07-10 23:54:55 | 87795
/Users/kiefer/Documents/Levi-practice-task/lib/gslab_make/sphinx/build/html/pages/api/run_program/gslab_make.run_program.run_module.html | 2024-07-10 23:54:55 | 10569
